uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
83504bd7-5951-48af-a6a4-096a6d0ec52e,"Fernandez, James W.","Divinations, confessions, testimonies: Zulu confrontations
         with the social superstructure",1967,10,Journal Article,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,754,775,787,791",https://ehrafworldcultures.yale.edu/sres/83504bd7-5951-48af-a6a4-096a6d0ec52e
6889aa69-d795-4575-88b0-73d87a7c1b63,"Ngubane, Harriet","Body and mind in Zulu medicine: an ethnography of health and
         disease in Nyuswa-Zulu thought and practice",1977,119,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"231,755,772,822",https://ehrafworldcultures.yale.edu/sres/6889aa69-d795-4575-88b0-73d87a7c1b63
f591ff6a-5dbf-4193-aa70-60aa2a22b566,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,263,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"701,727,775,783,784",https://ehrafworldcultures.yale.edu/sres/f591ff6a-5dbf-4193-aa70-60aa2a22b566
ef9aaffd-1330-4d25-b54a-4c23ee5a6ece,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,28,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"761,775,787",https://ehrafworldcultures.yale.edu/sres/ef9aaffd-1330-4d25-b54a-4c23ee5a6ece
0d2fcf52-873f-4e17-8366-001c03bd9f77,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,159,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"137,372,769,778,784,825",https://ehrafworldcultures.yale.edu/sres/0d2fcf52-873f-4e17-8366-001c03bd9f77
24155a21-fb68-4ab4-a6cd-2f4f5c92c9e5,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,130,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"759,773,775,825",https://ehrafworldcultures.yale.edu/sres/24155a21-fb68-4ab4-a6cd-2f4f5c92c9e5
3d8b8da6-1d0b-4803-8c70-9e99f1929bce,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,408,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"613,643,769,782,796,821",https://ehrafworldcultures.yale.edu/sres/3d8b8da6-1d0b-4803-8c70-9e99f1929bce
6830e004-7ec3-4174-bbd1-a4d7fdc6a83e,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,348,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"171,198,539,587,754,755,775,776,825",https://ehrafworldcultures.yale.edu/sres/6830e004-7ec3-4174-bbd1-a4d7fdc6a83e
df15d460-a476-4217-a47f-d9439c099b97,"Fernandez, James W.","Divinations, confessions, testimonies: Zulu confrontations
         with the social superstructure",1967,11,Journal Article,Zulu,Africa,Southern Africa,agro-pastoralists,,"113,157,775,791",https://ehrafworldcultures.yale.edu/sres/df15d460-a476-4217-a47f-d9439c099b97
10f980e1-2785-4fa1-a954-46f3de02bf9e,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,374,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"198,756,787",https://ehrafworldcultures.yale.edu/sres/10f980e1-2785-4fa1-a954-46f3de02bf9e
c87f81ff-3759-4ed8-97b6-7ef07371d280,"Krige, Eileen Jensen, 1904-",The social system of the Zulus,1965,284,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"722,761,763,765,766,774,775,822,828",https://ehrafworldcultures.yale.edu/sres/c87f81ff-3759-4ed8-97b6-7ef07371d280
01878b8d-f32c-42de-bcfd-02a7c506baca,"Vilakazi, Absolom","Zulu transformations: a study of the dynamics of social
         change",1962,89,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"114,165,591,769,775,825",https://ehrafworldcultures.yale.edu/sres/01878b8d-f32c-42de-bcfd-02a7c506baca
4c0e1d27-bc95-40f6-9aa4-8071a7960c8c,"Krige, Eileen Jensen, 1904-",The social system of the Zulus,1965,286,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"753,755,763,775,787",https://ehrafworldcultures.yale.edu/sres/4c0e1d27-bc95-40f6-9aa4-8071a7960c8c
497dfc6c-1555-4adc-947c-f021dcdcece8,"Krige, Eileen Jensen, 1904-",The social system of the Zulus,1965,297,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"462,581,759,769,775,778,782,787,791,821",https://ehrafworldcultures.yale.edu/sres/497dfc6c-1555-4adc-947c-f021dcdcece8
834af79f-8e50-4a3d-9b7a-c0e54471f774,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,356,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"415,622,764,769,783,784",https://ehrafworldcultures.yale.edu/sres/834af79f-8e50-4a3d-9b7a-c0e54471f774
ea9e1541-868f-4d96-b57e-b9d58b29ea70,"Vilakazi, Absolom","Zulu transformations: a study of the dynamics of social
         change",1962,73,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"431,585,613,754,769,784",https://ehrafworldcultures.yale.edu/sres/ea9e1541-868f-4d96-b57e-b9d58b29ea70
1eb9062c-80fb-4244-9adf-a42a85d2309b,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,496,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"152,156,262,292,301,589,702,787,791,828,842",https://ehrafworldcultures.yale.edu/sres/1eb9062c-80fb-4244-9adf-a42a85d2309b
db2b60be-8a91-4177-9b7e-560b5fd060f4,"Ngubane, Harriet","Body and mind in Zulu medicine: an ethnography of health and
         disease in Nyuswa-Zulu thought and practice",1977,55,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"165,613,761,769,775,851",https://ehrafworldcultures.yale.edu/sres/db2b60be-8a91-4177-9b7e-560b5fd060f4
59351dd7-c8de-4a38-bc6f-350c4c5ecaa1,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,435,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"565,635,643,755,775,777,782,784,825",https://ehrafworldcultures.yale.edu/sres/59351dd7-c8de-4a38-bc6f-350c4c5ecaa1
19593c8a-8035-43ac-8216-5333e242973f,"Krige, Eileen Jensen, 1904-",The social system of the Zulus,1965,285,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"775,787,825",https://ehrafworldcultures.yale.edu/sres/19593c8a-8035-43ac-8216-5333e242973f
48c4dcc4-bf55-4dd6-aa8f-1f3c836de2eb,"Krige, Eileen Jensen, 1904-",The social system of the Zulus,1965,294,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"231,262,273,769,782,855,887",https://ehrafworldcultures.yale.edu/sres/48c4dcc4-bf55-4dd6-aa8f-1f3c836de2eb
0ff958f1-fd23-4785-9299-f748cbcf80e4,"Grout, Lewis, 1815-1905","Zululand: or, life among the Zulu-Kafirs of Natal and
         Zulu-land, South Africa. With map, and illustrations, largely from original
         photographs",1864,157,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"756,757,787,791,824",https://ehrafworldcultures.yale.edu/sres/0ff958f1-fd23-4785-9299-f748cbcf80e4
7a522c38-7e7e-4ead-aed0-3a1437b62fa2,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,142,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"278,662,694,769,787,789,791,822,827,832",https://ehrafworldcultures.yale.edu/sres/7a522c38-7e7e-4ead-aed0-3a1437b62fa2
27b60ba7-d588-4cc1-97d5-540f6ffcaa00,"Krige, Eileen Jensen, 1904-",The social system of the Zulus,1965,169,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"231,237,769,782",https://ehrafworldcultures.yale.edu/sres/27b60ba7-d588-4cc1-97d5-540f6ffcaa00
47f1eae6-d8e6-4c43-8504-05013740f13c,"Ngubane, Harriet","Body and mind in Zulu medicine: an ethnography of health and
         disease in Nyuswa-Zulu thought and practice",1977,50,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"192,765,769,774,775,782,825",https://ehrafworldcultures.yale.edu/sres/47f1eae6-d8e6-4c43-8504-05013740f13c
e3257d00-f106-4532-826e-8bc3090dd887,"Vilakazi, Absolom","Zulu transformations: a study of the dynamics of social
         change",1962,88,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"769,775,776,784",https://ehrafworldcultures.yale.edu/sres/e3257d00-f106-4532-826e-8bc3090dd887
d0b7a076-9cc8-4ddb-81c7-e2c0921ab4a5,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,144,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,769,https://ehrafworldcultures.yale.edu/sres/d0b7a076-9cc8-4ddb-81c7-e2c0921ab4a5
2d27d977-b09c-4cbc-a51b-68b928a07dc1,"Ngubane, Harriet","Body and mind in Zulu medicine: an ethnography of health and
         disease in Nyuswa-Zulu thought and practice",1977,121,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"237,772,782,822",https://ehrafworldcultures.yale.edu/sres/2d27d977-b09c-4cbc-a51b-68b928a07dc1
a6342e6a-7c58-462e-ac55-4cd85bc237c2,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,202,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"755,769",https://ehrafworldcultures.yale.edu/sres/a6342e6a-7c58-462e-ac55-4cd85bc237c2
b8367508-3c26-46fd-bc1e-875caec7ec74,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,197,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"622,787",https://ehrafworldcultures.yale.edu/sres/b8367508-3c26-46fd-bc1e-875caec7ec74
0cecabc5-d988-474e-948f-8442feb5e0a4,"Vilakazi, Absolom","Zulu transformations: a study of the dynamics of social
         change",1962,68,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"583,584,769,784,829",https://ehrafworldcultures.yale.edu/sres/0cecabc5-d988-474e-948f-8442feb5e0a4
965c7132-4f9d-458f-9b38-1e2ed41733d3,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,231,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"775,787,825",https://ehrafworldcultures.yale.edu/sres/965c7132-4f9d-458f-9b38-1e2ed41733d3
47e0d990-b2f6-434c-8b08-8c2088904e68,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,176,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"755,769",https://ehrafworldcultures.yale.edu/sres/47e0d990-b2f6-434c-8b08-8c2088904e68
885e72dd-f729-448f-acb0-a50013712218,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,481,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"769,783,858,888",https://ehrafworldcultures.yale.edu/sres/885e72dd-f729-448f-acb0-a50013712218
fca85de4-d847-4690-bded-95de25d422e0,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,124,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"613,769,775,782",https://ehrafworldcultures.yale.edu/sres/fca85de4-d847-4690-bded-95de25d422e0
1a3765d4-8049-46e5-8901-3c61c91b53b8,"Krige, Eileen Jensen, 1904-",The social system of the Zulus,1965,283,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"769,775",https://ehrafworldcultures.yale.edu/sres/1a3765d4-8049-46e5-8901-3c61c91b53b8
ae1a702c-5c44-4d11-bda1-62996edde51e,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,123,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"761,769,775",https://ehrafworldcultures.yale.edu/sres/ae1a702c-5c44-4d11-bda1-62996edde51e
869b5f89-430b-43b5-99c8-e80fea190e58,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,239,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"769,775,828",https://ehrafworldcultures.yale.edu/sres/869b5f89-430b-43b5-99c8-e80fea190e58
12dd8cc2-a383-485b-9bdc-ceeefbe51552,"Ngubane, Harriet","Body and mind in Zulu medicine: an ethnography of health and
         disease in Nyuswa-Zulu thought and practice",1977,57,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"769,787",https://ehrafworldcultures.yale.edu/sres/12dd8cc2-a383-485b-9bdc-ceeefbe51552
ce89d09e-c1cb-4c6d-9ed4-21f7e8eca477,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,163,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"726,764,767,769,778,823",https://ehrafworldcultures.yale.edu/sres/ce89d09e-c1cb-4c6d-9ed4-21f7e8eca477
730274a9-2c00-44b7-9fc2-ac85bc59c3b7,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,73,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"562,614,769,784",https://ehrafworldcultures.yale.edu/sres/730274a9-2c00-44b7-9fc2-ac85bc59c3b7
a9388666-1fa2-4484-8329-a6570a33c600,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,231,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"775,787",https://ehrafworldcultures.yale.edu/sres/a9388666-1fa2-4484-8329-a6570a33c600
c3a46924-b9c8-46f0-b0f0-8694d84f3f86,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,162,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"278,775,787",https://ehrafworldcultures.yale.edu/sres/c3a46924-b9c8-46f0-b0f0-8694d84f3f86
ef07d479-8233-40e6-b7bd-28531abca0d9,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,355,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"754,755,775,787",https://ehrafworldcultures.yale.edu/sres/ef07d479-8233-40e6-b7bd-28531abca0d9
241beae4-9aa9-4919-aff3-b353b8e5d1ec,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,318,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"755,787",https://ehrafworldcultures.yale.edu/sres/241beae4-9aa9-4919-aff3-b353b8e5d1ec
3527040d-a0f7-4c18-a4ed-e951ed158187,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,356,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"415,622,764,769,775,782,787",https://ehrafworldcultures.yale.edu/sres/3527040d-a0f7-4c18-a4ed-e951ed158187
415c1421-4336-4353-8c3f-1b5b3df551b9,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,161,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"753,768,775",https://ehrafworldcultures.yale.edu/sres/415c1421-4336-4353-8c3f-1b5b3df551b9
5ea58feb-0b97-45b3-8e26-285c57c9c815,"Ngubane, Harriet","Body and mind in Zulu medicine: an ethnography of health and
         disease in Nyuswa-Zulu thought and practice",1977,119,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"231,755,772,822",https://ehrafworldcultures.yale.edu/sres/5ea58feb-0b97-45b3-8e26-285c57c9c815
073a1648-84f7-4073-923f-47fdc6c592bb,"Krige, Eileen Jensen, 1904-",The social system of the Zulus,1965,290,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"562,759,769,782,887",https://ehrafworldcultures.yale.edu/sres/073a1648-84f7-4073-923f-47fdc6c592bb
8676a839-1eb1-4cb1-89cb-5fed227bea9f,"Vilakazi, Absolom","Zulu transformations: a study of the dynamics of social
         change",1962,64,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"237,584,613,769,782",https://ehrafworldcultures.yale.edu/sres/8676a839-1eb1-4cb1-89cb-5fed227bea9f
b759aebb-d05d-4937-8fb8-e50b409d1060,"Ngubane, Harriet","Body and mind in Zulu medicine: an ethnography of health and
         disease in Nyuswa-Zulu thought and practice",1977,71,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"584,753,769,784,843",https://ehrafworldcultures.yale.edu/sres/b759aebb-d05d-4937-8fb8-e50b409d1060
957c3fcc-5e5d-4c45-aa95-d1c183824e5f,"Ngubane, Harriet","Body and mind in Zulu medicine: an ethnography of health and
         disease in Nyuswa-Zulu thought and practice",1977,157,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"121,593,613,626,769",https://ehrafworldcultures.yale.edu/sres/957c3fcc-5e5d-4c45-aa95-d1c183824e5f
436a7212-69db-4248-b2c8-0d76d9e18ad7,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,272,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"231,755,756,769,775,782,791",https://ehrafworldcultures.yale.edu/sres/436a7212-69db-4248-b2c8-0d76d9e18ad7
d6fe3892-6dae-4d24-9fd2-ce4c563c5613,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,132,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"727,769",https://ehrafworldcultures.yale.edu/sres/d6fe3892-6dae-4d24-9fd2-ce4c563c5613
f69f2d77-8393-419d-bc8d-5d5f84a9df5c,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,144,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,769,https://ehrafworldcultures.yale.edu/sres/f69f2d77-8393-419d-bc8d-5d5f84a9df5c
a6f058f3-de12-4334-a7ff-4e1958749aeb,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,206,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"727,775,787,825",https://ehrafworldcultures.yale.edu/sres/a6f058f3-de12-4334-a7ff-4e1958749aeb
b0255824-ab37-4c07-aa6e-ef14eb0a8d5c,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,354,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"754,755,787",https://ehrafworldcultures.yale.edu/sres/b0255824-ab37-4c07-aa6e-ef14eb0a8d5c
f50e4f9b-d562-48e1-850b-e04f647281a4,"Ngubane, Harriet","Body and mind in Zulu medicine: an ethnography of health and
         disease in Nyuswa-Zulu thought and practice",1977,115,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"512,754,755,772,787,821,822,828",https://ehrafworldcultures.yale.edu/sres/f50e4f9b-d562-48e1-850b-e04f647281a4
af543ab5-ab78-40ed-a38b-fac1afcacab2,"Krige, Eileen Jensen, 1904-",The social system of the Zulus,1965,326,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"754,775",https://ehrafworldcultures.yale.edu/sres/af543ab5-ab78-40ed-a38b-fac1afcacab2
0cd5bc6f-8a60-43c5-8d5d-6bbc309d071b,"Callaway, Henry, 1817-1890","The religious system of the Amazulu: izinyanga zokubula; or,
         divination, as existing among the Amazulu, in their own words, with a translation into
         English, and notes",1870,265,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"787,791",https://ehrafworldcultures.yale.edu/sres/0cd5bc6f-8a60-43c5-8d5d-6bbc309d071b
22a045b3-82ff-489b-a01d-35681f5d6860,"Raum, Otto Friedrich","The social functions of avoidances and taboos among the
         Zulu",1973,164,Monograph,Zulu,Africa,Southern Africa,agro-pastoralists,,"581,592,764,769,778,784,823",https://ehrafworldcultures.yale.edu/sres/22a045b3-82ff-489b-a01d-35681f5d6860
