uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink,Raw Text,Text,769 - Cult of the Dead,771 - General Character of Religion,772 - Cosmology,773 - Mythology,774 - Animism,775 - Eschatology,776 - Spirits and Gods,777 - Luck and Chance,778 - Sacred Objects and Places,779 - Theological Systems,787 - Revelation and Divination,match_flag
c8b268eb-2ada-42cb-84d6-83b9da0d96c4,"Gifford, Edward Winslow, 1887-1959",Coast Yuki myths,1937,[115],Journal Article,Yuki,North America,Northwest Coast and California,hunter-gatherers,,"113,171,773",https://ehrafworldcultures.yale.edu/sres/c8b268eb-2ada-42cb-84d6-83b9da0d96c4,"create_new_folderCoast Yuki mythology has many
               marine characters, as might be expected from the littoral habitat of this people. No
               doubt various coast peoples of California had mythologies with similar characters,
               but unfortunately these have remained largely unrecorded. The Wiyot myths recorded by
               Dr. Reichard2afford a parallel for northern California. Dr. Kroeber's few Rumsien
               Costanoan myths3suggest that the peoples ofinsert_drive_file116the coast south of the Golden Gate
               may have had a similar wealth of marine characters in their mythologies.Load in context113Bibliographies in Sources171Comparative Evidence773Mythology","Coast Yuki mythology has many
               marine characters, as might be expected from the littoral habitat of this people. No
               doubt various coast peoples of California had mythologies with similar characters,
               but unfortunately these have remained largely unrecorded. The Wiyot myths recorded by
               Dr. Reichard2afford a parallel for northern California. Dr. Kroeber's few Rumsien
               Costanoan myths3suggest that the peoples ofinsert_drive_file116the coast south of the Golden Gate
               may have had a similar wealth of marine characters in their mythologies.",0,0,0,1,0,0,0,0,0,0,0,False
447053cc-98d0-4f01-8870-f0f3c93e9150,"Dieterlen, Germaine",The souls of the Dogons,1941,149,Monograph,Dogon,Africa,Western Africa,intensive agriculturalists,,"774,775",https://ehrafworldcultures.yale.edu/sres/447053cc-98d0-4f01-8870-f0f3c93e9150,"create_new_folderFinally, two children having the same
               father can have the samenani(ancestor), on the condition that they were born of different
               mothers, for two children having the same mother always have differentnani(ancestors).Load in context774Animism775Eschatology","Finally, two children having the same
               father can have the samenani(ancestor), on the condition that they were born of different
               mothers, for two children having the same mother always have differentnani(ancestors).",0,0,0,0,1,1,0,0,0,0,0,False
8d262fd5-708f-457f-9e81-93f18345154b,"Weltfish,Gene, 1902-","The lost universe: with a closing chapter on 'The universe
         regained'",1965,276,Monograph,Pawnee,North America,Plains and Plateau,other subsistence combinations,,"787,825",https://ehrafworldcultures.yale.edu/sres/8d262fd5-708f-457f-9e81-93f18345154b,"create_new_folderA major difference between our experience and
            theirs should be especially noted. The Pawnees as well as many peoples who practiced
            these arts were in constant association with wild animals in their natural habitat, an
            experience which is entirely absent in our own world. They lived within a world of wild
            animals in their hunting and even in defense of their settlements, they had to have an
            intimate knowledge of the emotionalinsert_drive_file277as well as the physical structure of these animals. The device of
            animal impersonation by dressing up in animal skins and imitating their sounds and
            motions is universally reported for hunting peoples and must go back to the very dawn of
            manâ€™s history. It may be that some degree of self-induced trance or control of the prey
            in these terms may have been involved in these operations. In any case, an intense
            rapport with the animals was involved.Load in context787Revelation and Divination825Ethnozoology","A major difference between our experience and
            theirs should be especially noted. The Pawnees as well as many peoples who practiced
            these arts were in constant association with wild animals in their natural habitat, an
            experience which is entirely absent in our own world. They lived within a world of wild
            animals in their hunting and even in defense of their settlements, they had to have an
            intimate knowledge of the emotionalinsert_drive_file277as well as the physical structure of these animals. The device of
            animal impersonation by dressing up in animal skins and imitating their sounds and
            motions is universally reported for hunting peoples and must go back to the very dawn of
            man?™s history. It may be that some degree of self-induced trance or control of the prey
            in these terms may have been involved in these operations. In any case, an intense
            rapport with the animals was involved.",0,0,0,0,0,0,0,0,0,0,1,False
5f770acf-0169-4e98-aebc-b45c12b72313,"De Laguna, Frederica, 1906-2204","Under Mount Saint Elias: the history and culture of the
         Yakutat Tlingit",1972,[p.758-c],Monograph,Tlingit,North America,Northwest Coast and California,hunter-gatherers,,"756,776,826",https://ehrafworldcultures.yale.edu/sres/5f770acf-0169-4e98-aebc-b45c12b72313,"create_new_folderâ€œSome people say itâ€™s just like looking
               through that window, how you canâ€™t see very good out of it. Sometimes thatâ€™s the way
               you see. He canâ€™t see either. He says, â€œUckeâ€”I wonder.â€™ Heâ€™s not sure inside. . . .
               The yek speaks in him.â€Load in context756Shamans and Psychotherapists776Spirits and Gods826Ethnoanatomy","?œSome people say it?™s just like looking
               through that window, how you can?™t see very good out of it. Sometimes that?™s the way
               you see. He can?™t see either. He says, ?œUcke?”I wonder.?™ He?™s not sure inside. . . .
               The yek speaks in him.?",0,0,0,0,0,0,1,0,0,0,0,False
20f3b779-9ecb-4274-b312-bb3b3db5306b,"Fletcher, Alice C. (Alice Cunningham),
         1838-1923",The Omaha tribe,1911,487,Monograph,Omaha,North America,Plains and Plateau,primarily hunter-gatherers,,"278,575,752,756,787",https://ehrafworldcultures.yale.edu/sres/20f3b779-9ecb-4274-b312-bb3b3db5306b,"create_new_folderTo the Te' ithaethe
                        (te,â€œbuffalo;â€ ithaethe, â€œto show compassionâ€â€”â€œthose to whom the buffalo has shown
                     compassion,â€ by coming to them in a vision and giving power) society was
                     committed the knowledge of medicines for the curing of wounds. Membership was
                     accorded to persons of both sexes to whom the buffalo appeared in dreams. The
                     roots of the wild anise, the hop (Humulus lupulus), andPhysalis viscorawere
                     used for healing. Bits of these roots were ground between the teeth, then water
                     was taken into the mouth, and the medicated liquid was blown with force into
                     the wound.Load in context278Pharmaceuticals575Sodalities752Bodily Injuries756Shamans and Psychotherapists787Revelation and Divination","To the Te' ithaethe
                        (te,?œbuffalo;? ithaethe, ?œto show compassion??”?œthose to whom the buffalo has shown
                     compassion,? by coming to them in a vision and giving power) society was
                     committed the knowledge of medicines for the curing of wounds. Membership was
                     accorded to persons of both sexes to whom the buffalo appeared in dreams. The
                     roots of the wild anise, the hop (Humulus lupulus), andPhysalis viscorawere
                     used for healing. Bits of these roots were ground between the teeth, then water
                     was taken into the mouth, and the medicated liquid was blown with force into
                     the wound.",0,0,0,0,0,0,0,0,0,0,1,False
8633c97f-29d2-40fd-affb-1e49f8f26999,"Drobnjakovic, BorivojÃ© M.",Jasenica: anthropogeographical research,1973,100,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"166,361,592,596,776",https://ehrafworldcultures.yale.edu/sres/8633c97f-29d2-40fd-affb-1e49f8f26999,"create_new_folderGli[unknown]siÄ‡/VasiljeviÄ‡, KrniÄ‡, JovanoviÄ‡, PavloviÄ‡/ 8 h. Slava St. Archangel. Some 80 years ago
               the ancestor, Milutin VasiljeviÄ‡, came from Bukovik /Osat/, where some /VasiljeviÄ‡/
               can be found today. Milutin used to build houses in [unknown]CumiÄ‡. He liked
               [unknown]Sumadija and wanted to settle there. When he received permission from Prince
               Milo[unknown]s, he took several families with over 50 people to [unknown]CumiÄ‡, where
               they lived for two years. From there Milutin moved to Bani[unknown]cina, and the
               others remained in [unknown]CumiÄ‡.Load in context166Internal Migration361Settlement Patterns592Household596Extended Families776Spirits and Gods","Gli[unknown]siÄ‡/VasiljeviÄ‡, KrniÄ‡, JovanoviÄ‡, PavloviÄ‡/ 8 h. Slava St. Archangel. Some 80 years ago
               the ancestor, Milutin VasiljeviÄ‡, came from Bukovik /Osat/, where some /VasiljeviÄ‡/
               can be found today. Milutin used to build houses in [unknown]CumiÄ‡. He liked
               [unknown]Sumadija and wanted to settle there. When he received permission from Prince
               Milo[unknown]s, he took several families with over 50 people to [unknown]CumiÄ‡, where
               they lived for two years. From there Milutin moved to Bani[unknown]cina, and the
               others remained in [unknown]CumiÄ‡.",0,0,0,0,0,0,1,0,0,0,0,False
5a6285e4-04d0-4256-bf87-a407d4258dce,"Downs, James F.",The Navajo,1972,95,Monograph,Navajo,North America,Southwest and Basin,agro-pastoralists,,"121,302,761,771,821",https://ehrafworldcultures.yale.edu/sres/5a6285e4-04d0-4256-bf87-a407d4258dce,"create_new_folderPERHAPS NO OTHER ASPECT of Navajo life
            has been so thoroughly studied as has Navajo religious practices and beliefs. The
            consequence of this emphasis on religion has been the development of a somewhat
            out-of-focus view of the Navajo. Laymen, in particular, are apt to see the many works on
            religion and ritual as representing the priorities of Navajo culture and gain an
            impression of a people totally immersed in the holy and the sacred and somehow isolated
            from the mundane and profane. Nothing could be further from the truth. The Navajo, being
            hard-headed and pragmatic, is as able to judge objective reality as the next man and can
            be just as concerned about material comfort and social status as others are. However,
            unlike us, his â€œbeing religiousâ€ does not preclude his acting in an everyday way. In
            short, the Navajo view of the supernatural does not really make that distinction. The
            universe is of a single piece; it is all natural, and man is a part of that universe and
            must adhere to its many laws. The laws, however, are knownâ€”if not in detail to every
            Navajo, in general; he knows how to behave from time to time and situation to situation
            so that he may keep the universe in order and
            balance. To put his shoes on the wrong feet, as a very minor example, will bring about
            his death, not because putting shoes on the wrong feet is a sin but because the order of the world has been
            for an instant shaken. Old men believe that the lack of rain in recent years is due to
            the fact that young men are cutting their hair after the fashion of the White man. Long
            hair encourages rain; it is the natural order of things, and the results are inevitable
            and understandable. To deny this order is as wrongheaded to a Navajo as it is to argue
            that the earth is flat in our own world.Load in context121Theoretical Orientation302Personal Grooming761Life and Death771General Character of Religion821Ethnometeorology","PERHAPS NO OTHER ASPECT of Navajo life
            has been so thoroughly studied as has Navajo religious practices and beliefs. The
            consequence of this emphasis on religion has been the development of a somewhat
            out-of-focus view of the Navajo. Laymen, in particular, are apt to see the many works on
            religion and ritual as representing the priorities of Navajo culture and gain an
            impression of a people totally immersed in the holy and the sacred and somehow isolated
            from the mundane and profane. Nothing could be further from the truth. The Navajo, being
            hard-headed and pragmatic, is as able to judge objective reality as the next man and can
            be just as concerned about material comfort and social status as others are. However,
            unlike us, his ?œbeing religious? does not preclude his acting in an everyday way. In
            short, the Navajo view of the supernatural does not really make that distinction. The
            universe is of a single piece; it is all natural, and man is a part of that universe and
            must adhere to its many laws. The laws, however, are known?”if not in detail to every
            Navajo, in general; he knows how to behave from time to time and situation to situation
            so that he may keep the universe in order and
            balance. To put his shoes on the wrong feet, as a very minor example, will bring about
            his death, not because putting shoes on the wrong feet is a sin but because the order of the world has been
            for an instant shaken. Old men believe that the lack of rain in recent years is due to
            the fact that young men are cutting their hair after the fashion of the White man. Long
            hair encourages rain; it is the natural order of things, and the results are inevitable
            and understandable. To deny this order is as wrongheaded to a Navajo as it is to argue
            that the earth is flat in our own world.",0,1,0,0,0,0,0,0,0,0,0,False
92dc5f94-c932-4c0d-bc95-84acd0683542,"Murra, John V.",The economic organization of the Inka State,1980,170,Monograph,Inka,South America,Central Andes,intensive agriculturalists,,"357,651,776,778,782",https://ehrafworldcultures.yale.edu/sres/92dc5f94-c932-4c0d-bc95-84acd0683542,"create_new_folderShrines on the western
               slopes of the Andes were also grantedyana.Pariacaca, the Huarochiri deity, had a
               son who helped Topa Inca against some â€œrebels.â€ In return Pariacaca received fiftyyana.He was also
               offered a royal wife and food, but he refused these, accepting only offerings of sea
               shells and presumably the retainers. The ancient shrine of Pachacamac, near Lima, was
               given â€œhundreds ofyanaâ€ and llamas from each village which owed it corvee.77Load in context357Domestic Service651Taxation and Public Income776Spirits and Gods778Sacred Objects and Places782Prayers and Sacrifices","Shrines on the western
               slopes of the Andes were also grantedyana.Pariacaca, the Huarochiri deity, had a
               son who helped Topa Inca against some ?œrebels.? In return Pariacaca received fiftyyana.He was also
               offered a royal wife and food, but he refused these, accepting only offerings of sea
               shells and presumably the retainers. The ancient shrine of Pachacamac, near Lima, was
               given ?œhundreds ofyana? and llamas from each village which owed it corvee.77",0,0,0,0,0,0,1,0,1,0,0,False
bf2d5034-5d6d-4490-bd09-01ab976b044d,"Kronenberg, Andreas",The Teda of Tibesti,1958,137,Monograph,Teda,Africa,Central Africa,agro-pastoralists,,787,https://ehrafworldcultures.yale.edu/sres/bf2d5034-5d6d-4490-bd09-01ab976b044d,create_new_folderYou finally obtain theLoad in context787Revelation and Divination,You finally obtain the,0,0,0,0,0,0,0,0,0,0,1,False
d73a5b43-8f45-4cf8-92b7-a365dda31ad0,"Hogbin, Herbert Ian, 1904-",Native land tenure in New Guinea,1940,158,Monograph,Wogeo,Oceania,Melanesia,other subsistence combinations,,"552,776,778",https://ehrafworldcultures.yale.edu/sres/d73a5b43-8f45-4cf8-92b7-a365dda31ad0,"create_new_folderThese stones, all of which are named, are
               said to benanarangs,though nobody knows exactly why this is so; some assert that perhaps the livingnanarangswere
               petrified, and others that theyinsert_drive_file159possibly ordered the ancestors to set
               up the blocks as reminders. Despite this connection with the supernatural, however,
               the stones are not treated with respect, and people sit on them and rest their
               burdens against them whenever they feel so inclined.Load in context552Names of Animals and Things776Spirits and Gods778Sacred Objects and Places","These stones, all of which are named, are
               said to benanarangs,though nobody knows exactly why this is so; some assert that perhaps the livingnanarangswere
               petrified, and others that theyinsert_drive_file159possibly ordered the ancestors to set
               up the blocks as reminders. Despite this connection with the supernatural, however,
               the stones are not treated with respect, and people sit on them and rest their
               burdens against them whenever they feel so inclined.",0,0,0,0,0,0,1,0,1,0,0,False
2351dd5a-a9d8-44bd-8ec0-e41380908faf,"Titiev, Mischa, 1901-",The Hopi Indians of Old Oraibi: change and continuity,1972,362,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"775,836",https://ehrafworldcultures.yale.edu/sres/2351dd5a-a9d8-44bd-8ec0-e41380908faf,"create_new_folder2. Ultimately, it became clear that premarital sexual
                     relations are commonplace, but every woman needs a wedding outfit for the
                     otherworld.View in contextLoad in context775Eschatology836Premarital Sex Relations","2. Ultimately, it became clear that premarital sexual
                     relations are commonplace, but every woman needs a wedding outfit for the
                     otherworld.View in context",0,0,0,0,0,1,0,0,0,0,0,False
6ed57466-df4e-42f2-ae1d-d9e23b4f3dda,"Talayesva, Don C., 1890-",Sun chief: the autobiography of a Hopi Indian,1942,62,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"776,825,857,867",https://ehrafworldcultures.yale.edu/sres/6ed57466-df4e-42f2-ae1d-d9e23b4f3dda,"create_new_folderWe chased the chickens, threw corncobs at them, and shot them with our toy
               arrows. We encouraged roosters to fight for our amusement. My grandfather cautioned me that chickens are the chosen pets of the
               Sun god. â€œThe crowing of the cocks in early morning is important,â€ he said. â€œThe Sun
               god put them here to wake up the people. He rings a little bell telling the roosters
               when to announce the coming dawn. They crow four times before daylight.â€Load in context776Spirits and Gods825Ethnozoology857Childhood Activities867Transmission of Cultural Norms","We chased the chickens, threw corncobs at them, and shot them with our toy
               arrows. We encouraged roosters to fight for our amusement. My grandfather cautioned me that chickens are the chosen pets of the
               Sun god. ?œThe crowing of the cocks in early morning is important,? he said. ?œThe Sun
               god put them here to wake up the people. He rings a little bell telling the roosters
               when to announce the coming dawn. They crow four times before daylight.?",0,0,0,0,0,0,1,0,0,0,0,False
